Timestamp,T_Supply,T_Return,SP_Return,T_Saturation,T_Outdoor,RH_Supply,RH_Return,RH_Outdoor,Energy,Power,delta_h,KPI,T_wb_out,month,day,hour
2019-10-15 00:00:00,19.8574995,20.4499995,18.5,19.02,20.299999,71.2150005,58.959998999999996,80.75,0.0,0.0,-4.7721311893322245,-2.0310995563874497,6.287933259816286,10,15,0
2019-10-15 00:30:00,19.845,20.3949995,18.5,19.049999999999997,20.299999,71.45499799999999,59.2099975,78.25,0.0,0.0,-3.771277120375945,-1.608992686102725,6.291388257126576,10,15,0
2019-10-15 01:00:00,19.83,20.335,18.5,19.09,20.299999,71.59,59.609999,80.75,0.0,0.0,-4.707157016510486,-2.003426808109469,6.287933259816286,10,15,1
2019-10-15 01:30:00,19.829999,20.304999000000002,18.5,19.129998999999998,19.299999,71.68499750000001,59.829998,86.5,0.0,0.0,-3.871179278337568,-1.2561773958591482,5.844707482943335,10,15,1
2019-10-15 02:00:00,19.8149995,20.265,18.5,19.16,19.299999,71.7649995,60.05500000000001,83.5,0.0,0.0,-2.8146651865610615,-0.9161210416081351,5.8504622322486615,10,15,2
2019-10-15 02:30:00,19.804999000000002,20.2275,18.5,19.2199995,19.299999,71.8199995,60.1899985,86.5,0.0,0.0,-3.8876907880638285,-1.2615570068431898,5.844707482943335,10,15,2
2019-10-15 03:00:00,19.8024995,20.22,18.5,19.24,19.299999,72.16,60.414998999999995,88.0,0.0,0.0,-4.303892363258111,-1.3946469818268354,5.841692205839436,10,15,3
2019-10-15 03:30:00,19.789999,20.195,18.5,19.2699995,19.299999,72.5649985,60.7299975,92.5,0.0,0.0,-5.793266405050542,-1.8667854388360159,5.831515073709903,10,15,3
2019-10-15 04:00:00,19.7699995,20.175,18.5,19.289999,19.299999,72.945,61.094999,94.0,0.0,0.0,-6.242948442436877,-2.008200534383854,5.827931497223055,10,15,4
2019-10-15 04:30:00,19.740000000000002,20.17,18.5,19.33,19.299999,73.51499949999999,61.459998999999996,94.0,0.0,0.0,-6.115214186546595,-1.9671116156937205,5.827931497223055,10,15,4
2019-10-15 05:00:00,19.692498999999998,20.1449995,18.5,19.369999,18.799999,73.8499985,61.8949985,94.0,0.0,0.0,-4.600261789589268,-1.3863945140561031,5.610128419811382,10,15,5
2019-10-15 05:30:00,19.6449995,20.11,18.5,19.369999,18.299999,74.289997,62.364998,94.0,0.0,0.0,-3.0478040581635994,-0.7962035440048935,5.392325342399708,10,15,5
2019-10-15 06:00:00,19.5549995,20.067498999999998,18.5,19.41,18.299999,74.869999,62.664999,98.5,0.0,0.0,-4.586595502352569,-1.1913635095930695,5.379491083220935,10,15,6
2019-10-15 06:30:00,19.4749995,20.0324995,18.5,19.449999,17.299999,75.77000050000001,62.884998499999995,100.0,0.0,0.0,-1.927173710832978,-0.42094954706487986,4.937915900808468,10,15,6
2019-10-15 07:00:00,20.0874995,21.039999,18.5,19.240000000000002,16.299999,71.77000050000001,59.0749985,95.5,2.5,1.482,2.4645438359002405,0.4673058143075333,4.515437763871368,10,15,7
2019-10-15 07:30:00,17.7999995,21.9475,18.5,15.879999000000002,16.299999,75.994999,55.574999,94.0,7.5,2.976,-1.541592531388286,-0.29264589998331947,4.5202243486324765,10,15,7
2019-10-15 08:00:00,17.864998999999997,21.7399995,18.5,16.21,16.299999,76.535,56.569998,94.0,7.5,2.9459999999999997,-1.199143121358638,-0.2276375311981951,4.5202243486324765,10,15,8
2019-10-15 08:30:00,17.977499,21.674999,18.5,16.299999999999997,16.299999,76.5849955,57.1749995,98.5,7.0,2.964,-2.2149826309358076,-0.4185278789552601,4.50557070436045,10,15,8
2019-10-15 09:00:00,16.849999,21.6199995,18.5,14.9199995,16.299999,80.819996,57.6449985,100.0,9.5,4.182,-4.252604278415852,-0.802324334684109,4.500490229610639,10,15,9
2019-10-15 09:30:00,16.0825,21.4749995,18.5,13.8399995,16.299999,84.0399955,58.3949985,100.0,13.5,5.268,-5.232915886596665,-0.9872763799070357,4.500490229610639,10,15,9
2019-10-15 10:00:00,17.62,21.452499500000002,18.5,15.25,16.299999,83.16999799999999,60.084998999999996,100.0,13.0,5.2379999999999995,-1.4775635446484365,-0.2787668709102552,4.500490229610639,10,15,10
2019-10-15 10:30:00,17.2699995,21.4699995,18.5,15.5599995,16.299999,81.4449955,60.549999,100.0,8.0,2.952,-2.944225102265058,-0.5554769011366897,4.500490229610639,10,15,10
2019-10-15 11:00:00,16.997500000000002,21.434999,18.5,15.339999,16.299999,81.909996,60.4849985,100.0,7.5,2.9699999999999998,-3.5108962094117615,-0.6623888048221063,4.500490229610639,10,15,11
2019-10-15 11:30:00,16.955,21.434999,18.5,15.39,16.299999,82.494999,60.785,100.0,7.5,2.964,-3.4427024371877906,-0.6495229185681475,4.500490229610639,10,15,11
2019-10-15 12:00:00,17.12,21.419999,18.5,15.5499995,16.299999,82.1499975,61.109999,100.0,7.0,2.964,-3.1183217587299232,-0.5883231231042163,4.500490229610639,10,15,12
2019-10-15 12:30:00,17.089999,21.489999500000003,18.5,15.5199995,16.299999,82.7899975,61.4649985,91.0,8.0,2.928,-0.35909970585235484,-0.06785255731304707,4.528933396355064,10,15,12
2019-10-15 13:00:00,17.15,21.5475,18.5,15.6099995,16.299999,83.0349995,61.634998499999995,88.0,7.0,2.9699999999999998,0.7528947947101621,0.1437091811585809,4.537642444077651,10,15,13
2019-10-15 13:30:00,17.2250005,21.63,18.5,15.6699995,16.299999,83.0999985,61.784998,92.5,8.0,2.976,-0.34728626847845945,-0.06591991603506722,4.5247212854345165,10,15,13
2019-10-15 14:00:00,17.222499,21.654999250000003,18.5,15.6699995,16.299999,83.1799965,61.8949985,89.5,7.0,2.976,0.5497924358470527,0.10490953900712195,4.533430333157104,10,15,14
2019-10-15 14:30:00,17.2624995,21.619999999999997,18.5,15.699999,16.299999,83.035,62.009998499999995,92.5,7.0,2.958,-0.26841301116415295,-0.05090939088820064,4.5247212854345165,10,15,14
2019-10-15 15:00:00,17.25,21.589999,18.5,15.66,16.299999,83.10999699999999,62.199999,94.0,8.0,2.976,-0.7178522261826146,-0.13627239786706516,4.5202243486324765,10,15,15
2019-10-15 15:30:00,17.0949995,21.6075,18.5,15.54,16.299999,83.5299985,62.2199995,94.0,7.0,2.9699999999999998,-0.9971679388953554,-0.18929587616109309,4.5202243486324765,10,15,15
2019-10-15 16:00:00,17.137499,21.529999500000002,18.5,15.54,16.299999,83.41999799999999,62.469999,94.0,8.0,2.958,-0.9189486356395449,-0.1744472323519857,4.5202243486324765,10,15,16
2019-10-15 16:30:00,17.7074995,21.5625,18.5,15.3599995,17.299999,82.024998,62.604999500000005,94.0,11.0,5.226,-2.6659575908530826,-0.58623703070678,4.956439136721059,10,15,16
2019-10-15 17:00:00,17.8999995,21.6599995,18.5,15.43,17.799999,81.1649975,62.4349975,94.0,13.0,5.220000000000001,-3.8918836270646544,-0.964495186349132,5.174382239560384,10,15,17
2019-10-15 17:30:00,18.0275005,21.777499,18.5,15.53,18.799999,80.824997,62.334999499999995,94.0,13.0,5.241,-6.645938392124776,-1.9815412280451854,5.610128419811382,10,15,17
2019-10-15 18:00:00,17.8625,21.819999,18.5,15.41,18.299999,80.5999985,61.799999,94.0,13.0,5.220000000000001,-5.637584540871565,-1.4727537287202463,5.392325342399708,10,15,18
2019-10-15 18:30:00,18.0399995,21.874999,18.5,15.5099995,18.799999,78.6149975,61.045,98.5,13.0,5.232,-8.910769654894938,-2.642734336486566,5.597902509179756,10,15,18
2019-10-15 19:00:00,18.044998999999997,21.8999995,18.5,15.499999500000001,19.299999,78.7299955,60.744997,95.5,13.0,5.202,-9.334980920192478,-2.9958031073961413,5.824056309219874,10,15,19
